Date,symbol,Open,Close,High,Low
2020-06-02,ibm,111.29592286890339,111.58818054199219,111.58818054199219,110.40144561595812
2020-06-03,ibm,112.60664229357317,114.28932189941406,114.77641094641386,112.47380046871488
2020-06-04,ibm,113.16457981389779,114.14761352539062,114.20075449408533,112.49150799415165
2020-06-05,ibm,118.57572302842465,116.95503997802734,118.87684342737816,116.68050066672495
2020-06-08,ibm,117.14102000149978,120.22298431396484,120.33811483977263,117.14102000149978
2020-06-09,ibm,118.24804020111131,116.7867660522461,118.31888540211067,116.0339863187222
2020-06-10,ibm,117.03474131280882,115.0155258178711,117.10559358313508,114.95353626544899
2020-06-11,ibm,111.61474670419018,104.51206970214844,111.6767433256401,104.36151657513905
2020-06-12,ibm,107.38147990826802,107.96598815917969,109.03758544125807,105.63680373817381
2020-06-15,ibm,105.55710161257913,107.73573303222656,108.3733752193296,104.76004357803151
2020-06-16,ibm,110.7025616123383,110.83540344238281,112.91660860404996,109.07302291335759
2020-06-17,ibm,111.43761683104982,109.94977569580078,111.80958241553067,109.28555951500854
2020-06-18,ibm,108.93131435607359,109.95863342285156,110.171183170124,108.337950434347
2020-06-19,ibm,111.73873260759984,108.4619369506836,112.31438523012692,108.26709850381035
2020-06-22,ibm,108.15196094330817,107.22206115722656,108.48849684439614,106.74382778924834
2020-06-23,ibm,108.05456393864885,105.751953125,108.84276641986854,105.59254432542404
2020-06-24,ibm,104.7866225948419,103.10394287109375,104.7866225948419,102.62570237351152
2020-06-25,ibm,103.40505281408629,105.41541290283203,105.5748287635373,102.82054448247135
2020-06-26,ibm,104.7334769503754,103.7858657836914,105.3799818577242,102.96223372697966
2020-06-29,ibm,104.48550567152846,106.05305480957031,106.07962176198086,103.94527563472131
2020-06-30,ibm,105.55709811140746,106.95638275146484,107.33719692095865,105.3888336864175
2020-07-01,ibm,106.5135717732727,104.9814453125,107.36376368222615,104.83089218855864
2020-07-02,ibm,105.9999181525469,106.00877380371094,107.53204474974898,105.61910394981678
2020-07-06,ibm,107.38149643825498,106.44273376464844,107.91286380221287,105.79622879526603
2020-07-07,ibm,105.38882851104731,104.1312484741211,105.8404949290483,103.90984309009872
2020-07-08,ibm,104.55635263203845,104.24638366699219,105.07000862277293,103.15706799793259
2020-07-09,ibm,104.50322241773266,102.47515106201172,104.50322241773266,102.02348457726652
2020-07-10,ibm,102.28916359600552,104.81318664550781,105.0080250995878,102.10318786034604
2020-07-13,ibm,106.07961918765373,105.56595611572266,107.15121651690063,105.08772271370434
2020-07-14,ibm,105.05229946072541,106.80582427978516,107.06265934793919,104.43236151801214
