Date,symbol,Open,Close,High,Low
2020-06-02,msft,181.8018147115486,182.4530487060547,182.54184923547618,178.94035390811155
2020-06-03,msft,182.3642459828242,182.89706420898438,183.46935937399536,181.14071683114133
2020-06-04,msft,181.8511396750537,180.48947143554688,183.37067049186294,179.87771442639558
2020-06-05,msft,180.19346995644338,184.71261596679688,185.23557249766796,179.5915746021901
2020-06-08,msft,183.46935021724906,185.85719299316406,186.0446708032468,181.98928126106736
2020-06-09,msft,185.501975160975,187.27806091308594,188.16609626112145,184.77180239176275
2020-06-10,msft,188.59039692323813,194.22451782226562,195.88220293250808,188.47198116505197
2020-06-11,msft,190.5638327841219,183.79498291015625,193.1588770044153,183.5976433769994
2020-06-12,msft,188.00822098666245,185.2454376220703,189.17254973834642,182.71944060066588
2020-06-15,msft,182.12742141098155,186.4294891357422,188.28451372210063,181.56498797769794
2020-06-16,msft,190.32702857541233,190.9980010986328,192.98128837713085,188.9160365191769
2020-06-17,msft,192.43856925425374,191.65907287597656,193.71143701954276,191.11637790069983
2020-06-18,msft,191.4222453114512,193.71142578125,193.87916511732394,191.4222453114512
2020-06-19,msft,195.95127039656634,192.55697631835938,196.6419662715408,191.78734162109626
2020-06-22,msft,193.18846782818787,197.90496826171875,198.09243102271475,192.63591113968465
2020-06-23,msft,199.4047586453861,199.22715759277344,201.2400448025856,198.75352467372556
2020-06-24,msft,198.92127662359417,195.2112274169922,200.54934647663416,193.9482364271822
2020-06-25,msft,195.1717655224785,197.67800903320312,197.94442566486023,192.87272323723366
2020-06-26,msft,197.07611523716224,193.72129821777344,197.23399287610863,192.29056787291762
2020-06-29,msft,193.17859401192803,195.80325317382812,195.89205369547656,190.9782291024143
2020-06-30,msft,195.25072560697873,200.805908203125,201.6840819565648,195.11258642293342
2020-07-01,msft,200.44081787265614,201.98008728027344,203.6081722737463,199.0890262875637
2020-07-02,msft,202.9470377782445,203.5193328857422,205.25595667567697,202.2760804456164
2020-07-06,msft,206.05519707758637,207.9003448486328,208.3246391019772,205.32502432273589
2020-07-07,msft,207.65367498342732,205.48291015625,211.81760358699518,205.2263702864335
2020-07-08,msft,207.27873838005826,210.00205993652344,210.42633915888308,205.9170700738054
2020-07-09,msft,213.45556190294246,211.47227478027344,213.5049005495448,208.66013754039193
2020-07-10,msft,210.78157870831578,210.83091735839844,211.23547321061722,208.27533487816356
2020-07-13,msft,211.63013309056166,204.318603515625,212.93260106552285,203.75617005660789
2020-07-14,msft,203.3910854353093,205.5815887451172,206.07494507514528,199.34555750666289
2020-07-15,msft,206.77550326434158,205.27569580078125,208.52198889366983,202.30569610510994
2020-07-16,msft,202.67076440950473,201.21043395996094,202.9667812042062,199.62182605297062
2020-07-17,msft,201.75311924183347,200.1842498779297,202.31553757438587,198.7140427368399
2020-07-20,msft,202.27611152991852,208.78842163085938,209.47911753707027,200.3125477587946
2020-07-21,msft,210.82103547014654,205.9762725830078,211.09731381691233,205.26583824674125
2020-07-22,msft,206.42026605078487,208.93638610839844,209.47908103157607,205.62103128030458
2020-07-23,msft,204.43702413869153,199.8488006591797,208.1174586075495,199.46398327563736
2020-07-24,msft,197.7569626418131,198.62527465820312,200.1645441010463,194.88562499710258
2020-07-27,msft,198.7929918379748,201.14137268066406,201.25977337658466,198.1910965403124
2020-07-28,msft,200.90457823508706,199.33570861816406,201.98009149025754,199.059430260066
2020-07-29,msft,199.80931766457226,201.3485870361328,201.93074390377984,199.32582303128333
2020-07-30,msft,198.32925871019452,201.1907196044922,201.7432913803118,196.9182667333353
2020-07-31,msft,201.68405440390876,202.28594970703125,202.37476528581703,196.36567396066164
2020-08-03,msft,208.7094635898864,213.66275024414062,214.74814017971676,207.6438121229681
2020-08-04,msft,211.32425988112223,210.45594787597656,211.9162935311836,207.5155482076984
2020-08-05,msft,212.04454408049867,210.110595703125,212.14322136866767,208.75880418024363
2020-08-06,msft,209.51856850670157,213.4752960205078,213.49501943391377,208.7390721080247
2020-08-07,msft,211.99522707270904,209.65670776367188,212.8339238240171,208.12730008582207
2020-08-10,msft,208.8574656255606,205.48291015625,209.06468190751875,203.60816213642423
2020-08-11,msft,204.407400250124,200.67762756347656,204.89087982236762,200.4408111025953
2020-08-12,msft,202.56224236720723,206.41043090820312,207.48594413142894,202.0294241369984
2020-08-13,msft,206.6570984354446,205.9269256591797,208.5417231977224,205.38423069412062
2020-08-14,msft,205.98612840868603,206.124267578125,206.8051017189458,204.75273759010932
2020-08-17,msft,206.81498924195708,207.48594665527344,208.38385883136536,206.14401677259966
2020-08-18,msft,207.73261980577712,208.67987060546875,209.53830582116004,206.4301668942469
2020-08-19,msft,209.1842965926599,207.41380310058594,209.78764684696594,206.9687121145255
2020-08-20,msft,207.25556919087973,212.24063110351562,212.65605041416256,206.63244777112752
2020-08-21,msft,211.52847042196086,210.6976318359375,213.89241372018827,210.5294870096544
2020-08-24,msft,212.44831961964056,211.36032104492188,213.17037191349525,210.1140481002844
2020-08-25,msft,210.77676089639138,214.11001586914062,214.24848896643013,210.77676089639138
2020-08-26,msft,215.50462902315385,218.7389678955078,219.66872222301052,214.9902939519415
2020-08-27,msft,220.46002860875498,224.10980224609375,228.62997176579094,217.00807153138692
2020-08-28,msft,225.6923306679122,226.4143829345703,228.12551791715663,224.10978322999222
2020-08-31,msft,224.5252030163865,223.07122802734375,226.20666627599581,221.86452749096222
2020-09-01,msft,223.0514752963166,224.79229736328125,224.97032775152786,221.98324768952568
2020-09-02,msft,225.484638862359,229.12451171875,230.32132676211717,224.87140302278857
2020-09-03,msft,226.77047189828053,214.93096923828125,226.8100291722374,212.61648385469354
